"","Indicator","ParentLocation","Location","FactValueNumeric","SDG"
"SDG3.8_2.112","UHC index of essential service coverage","Europe","The former Yugoslav Republic of Macedonia",72,"SDG3.8_2"
"SDG3.8_2.113","UHC index of essential service coverage","Americas","Antigua and Barbuda",73,"SDG3.8_2"
"SDG3.8_2.114","UHC index of essential service coverage","Eastern Mediterranean","Lebanon",73,"SDG3.8_2"
"SDG3.8_2.115","UHC index of essential service coverage","Europe","Lithuania",73,"SDG3.8_2"
"SDG3.8_2.116","UHC index of essential service coverage","Western Pacific","Malaysia",73,"SDG3.8_2"
"SDG3.8_2.117","UHC index of essential service coverage","Americas","Nicaragua",73,"SDG3.8_2"
"SDG3.8_2.118","UHC index of essential service coverage","Europe","Uzbekistan",73,"SDG3.8_2"
"SDG3.8_2.119","UHC index of essential service coverage","Americas","Dominican Republic",74,"SDG3.8_2"
"SDG3.8_2.120","UHC index of essential service coverage","Europe","Hungary",74,"SDG3.8_2"
"SDG3.8_2.121","UHC index of essential service coverage","Europe","Romania",74,"SDG3.8_2"
"SDG3.8_2.122","UHC index of essential service coverage","Eastern Mediterranean","Saudi Arabia",74,"SDG3.8_2"
"SDG3.8_2.123","UHC index of essential service coverage","Americas","Trinidad and Tobago",74,"SDG3.8_2"
"SDG3.8_2.124","UHC index of essential service coverage","Europe","Turkey",74,"SDG3.8_2"
"SDG3.8_2.125","UHC index of essential service coverage","Americas","Venezuela (Bolivarian Republic of)",74,"SDG3.8_2"
"SDG3.8_2.126","UHC index of essential service coverage","Americas","Bahamas",75,"SDG3.8_2"
"SDG3.8_2.127","UHC index of essential service coverage","Europe","Estonia",75,"SDG3.8_2"
"SDG3.8_2.128","UHC index of essential service coverage","Europe","Greece",75,"SDG3.8_2"
"SDG3.8_2.129","UHC index of essential service coverage","Europe","Poland",75,"SDG3.8_2"
"SDG3.8_2.130","UHC index of essential service coverage","Europe","Russian Federation",75,"SDG3.8_2"
"SDG3.8_2.131","UHC index of essential service coverage","Western Pacific","Viet Nam",75,"SDG3.8_2"
"SDG3.8_2.132","UHC index of essential service coverage","Americas","Argentina",76,"SDG3.8_2"
"SDG3.8_2.133","UHC index of essential service coverage","Europe","Belarus",76,"SDG3.8_2"
"SDG3.8_2.134","UHC index of essential service coverage","Americas","Colombia",76,"SDG3.8_2"
"SDG3.8_2.135","UHC index of essential service coverage","Europe","Czechia",76,"SDG3.8_2"
"SDG3.8_2.136","UHC index of essential service coverage","Americas","El Salvador",76,"SDG3.8_2"
"SDG3.8_2.137","UHC index of essential service coverage","Europe","Ireland",76,"SDG3.8_2"
"SDG3.8_2.138","UHC index of essential service coverage","Eastern Mediterranean","Jordan",76,"SDG3.8_2"
"SDG3.8_2.139","UHC index of essential service coverage","Europe","Kazakhstan",76,"SDG3.8_2"
"SDG3.8_2.140","UHC index of essential service coverage","Eastern Mediterranean","Kuwait",76,"SDG3.8_2"
"SDG3.8_2.141","UHC index of essential service coverage","Americas","Mexico",76,"SDG3.8_2"
"SDG3.8_2.142","UHC index of essential service coverage","Eastern Mediterranean","United Arab Emirates",76,"SDG3.8_2"
"SDG3.8_2.143","UHC index of essential service coverage","Eastern Mediterranean","Bahrain",77,"SDG3.8_2"
"SDG3.8_2.144","UHC index of essential service coverage","Americas","Barbados",77,"SDG3.8_2"
"SDG3.8_2.145","UHC index of essential service coverage","Americas","Costa Rica",77,"SDG3.8_2"
"SDG3.8_2.146","UHC index of essential service coverage","Americas","Ecuador",77,"SDG3.8_2"
"SDG3.8_2.147","UHC index of essential service coverage","Americas","Peru",77,"SDG3.8_2"
"SDG3.8_2.148","UHC index of essential service coverage","Europe","Slovakia",77,"SDG3.8_2"
"SDG3.8_2.149","UHC index of essential service coverage","Africa","Algeria",78,"SDG3.8_2"
"SDG3.8_2.150","UHC index of essential service coverage","Europe","Cyprus",78,"SDG3.8_2"
"SDG3.8_2.151","UHC index of essential service coverage","Europe","Finland",78,"SDG3.8_2"
"SDG3.8_2.152","UHC index of essential service coverage","Europe","France",78,"SDG3.8_2"
"SDG3.8_2.153","UHC index of essential service coverage","Europe","Austria",79,"SDG3.8_2"
"SDG3.8_2.154","UHC index of essential service coverage","Americas","Brazil",79,"SDG3.8_2"
"SDG3.8_2.155","UHC index of essential service coverage","Western Pacific","China",79,"SDG3.8_2"
"SDG3.8_2.156","UHC index of essential service coverage","Americas","Panama",79,"SDG3.8_2"
"SDG3.8_2.157","UHC index of essential service coverage","Europe","Slovenia",79,"SDG3.8_2"
"SDG3.8_2.158","UHC index of essential service coverage","South-East Asia","Thailand",80,"SDG3.8_2"
"SDG3.8_2.159","UHC index of essential service coverage","Americas","Uruguay",80,"SDG3.8_2"
"SDG3.8_2.160","UHC index of essential service coverage","Western Pacific","Brunei Darussalam",81,"SDG3.8_2"
"SDG3.8_2.161","UHC index of essential service coverage","Europe","Denmark",81,"SDG3.8_2"
"SDG3.8_2.162","UHC index of essential service coverage","Europe","Israel",82,"SDG3.8_2"
"SDG3.8_2.163","UHC index of essential service coverage","Europe","Italy",82,"SDG3.8_2"
"SDG3.8_2.164","UHC index of essential service coverage","Europe","Malta",82,"SDG3.8_2"
"SDG3.8_2.165","UHC index of essential service coverage","Europe","Portugal",82,"SDG3.8_2"
"SDG3.8_2.166","UHC index of essential service coverage","Americas","Cuba",83,"SDG3.8_2"
"SDG3.8_2.167","UHC index of essential service coverage","Europe","Germany",83,"SDG3.8_2"
"SDG3.8_2.168","UHC index of essential service coverage","Western Pacific","Japan",83,"SDG3.8_2"
"SDG3.8_2.169","UHC index of essential service coverage","Europe","Luxembourg",83,"SDG3.8_2"
"SDG3.8_2.170","UHC index of essential service coverage","Europe","Spain",83,"SDG3.8_2"
"SDG3.8_2.171","UHC index of essential service coverage","Europe","Switzerland",83,"SDG3.8_2"
"SDG3.8_2.172","UHC index of essential service coverage","Europe","Belgium",84,"SDG3.8_2"
"SDG3.8_2.173","UHC index of essential service coverage","Europe","Iceland",84,"SDG3.8_2"
"SDG3.8_2.174","UHC index of essential service coverage","Americas","United States of America",84,"SDG3.8_2"
"SDG3.8_2.175","UHC index of essential service coverage","Europe","Netherlands",86,"SDG3.8_2"
"SDG3.8_2.176","UHC index of essential service coverage","Western Pacific","Republic of Korea",86,"SDG3.8_2"
"SDG3.8_2.177","UHC index of essential service coverage","Western Pacific","Singapore",86,"SDG3.8_2"
"SDG3.8_2.178","UHC index of essential service coverage","Europe","Sweden",86,"SDG3.8_2"
"SDG3.8_2.179","UHC index of essential service coverage","Western Pacific","Australia",87,"SDG3.8_2"
"SDG3.8_2.180","UHC index of essential service coverage","Western Pacific","New Zealand",87,"SDG3.8_2"
"SDG3.8_2.181","UHC index of essential service coverage","Europe","Norway",87,"SDG3.8_2"
"SDG3.8_2.182","UHC index of essential service coverage","Europe","United Kingdom of Great Britain and Northern Ireland",87,"SDG3.8_2"
"SDG3.8_2.183","UHC index of essential service coverage","Americas","Canada",89,"SDG3.8_2"
"SDG3.b_1.1","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Venezuela (Bolivarian Republic of)",0,"SDG3.b_1"
"SDG3.b_1.2","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Argentina",0.01,"SDG3.b_1"
"SDG3.b_1.3","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Chile",0.01,"SDG3.b_1"
"SDG3.b_1.4","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Costa Rica",0.01,"SDG3.b_1"
"SDG3.b_1.5","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Mexico",0.01,"SDG3.b_1"
"SDG3.b_1.6","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Africa","Algeria",0.02,"SDG3.b_1"
"SDG3.b_1.7","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Brazil",0.03,"SDG3.b_1"
"SDG3.b_1.8","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Eastern Mediterranean","Iran (Islamic Republic of)",0.03,"SDG3.b_1"
"SDG3.b_1.9","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Jamaica",0.04,"SDG3.b_1"
"SDG3.b_1.10","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Western Pacific","Malaysia",0.05,"SDG3.b_1"
"SDG3.b_1.11","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Uruguay",0.05,"SDG3.b_1"
"SDG3.b_1.12","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Colombia",0.07,"SDG3.b_1"
"SDG3.b_1.13","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Eastern Mediterranean","Libya",0.07,"SDG3.b_1"
"SDG3.b_1.14","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Europe","Serbia",0.1,"SDG3.b_1"
"SDG3.b_1.15","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Western Pacific","China",0.11,"SDG3.b_1"
"SDG3.b_1.16","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Cuba",0.11,"SDG3.b_1"
"SDG3.b_1.17","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Eastern Mediterranean","Iraq",0.13,"SDG3.b_1"
"SDG3.b_1.18","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Eastern Mediterranean","Tunisia",0.19,"SDG3.b_1"
"SDG3.b_1.19","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Eastern Mediterranean","Egypt",0.2,"SDG3.b_1"
"SDG3.b_1.20","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Dominican Republic",0.24,"SDG3.b_1"
"SDG3.b_1.21","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","South-East Asia","India",0.28,"SDG3.b_1"
"SDG3.b_1.22","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Africa","Mauritius",0.28,"SDG3.b_1"
"SDG3.b_1.23","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Europe","Kazakhstan",0.36,"SDG3.b_1"
"SDG3.b_1.24","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Saint Vincent and the Grenadines",0.36,"SDG3.b_1"
"SDG3.b_1.25","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Europe","Turkey",0.36,"SDG3.b_1"
"SDG3.b_1.26","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","South-East Asia","Thailand",0.37,"SDG3.b_1"
"SDG3.b_1.27","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Europe","Azerbaijan",0.39,"SDG3.b_1"
"SDG3.b_1.28","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Panama",0.46,"SDG3.b_1"
"SDG3.b_1.29","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Peru",0.48,"SDG3.b_1"
"SDG3.b_1.30","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Ecuador",0.5,"SDG3.b_1"
"SDG3.b_1.31","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","South-East Asia","Indonesia",0.51,"SDG3.b_1"
"SDG3.b_1.32","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Europe","The former Yugoslav Republic of Macedonia",0.56,"SDG3.b_1"
"SDG3.b_1.33","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Europe","Belarus",0.6,"SDG3.b_1"
"SDG3.b_1.34","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Europe","Albania",0.63,"SDG3.b_1"
"SDG3.b_1.35","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Eastern Mediterranean","Syrian Arab Republic",0.71,"SDG3.b_1"
"SDG3.b_1.36","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Western Pacific","Philippines",0.73,"SDG3.b_1"
"SDG3.b_1.37","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","El Salvador",0.77,"SDG3.b_1"
"SDG3.b_1.38","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Western Pacific","Viet Nam",0.84,"SDG3.b_1"
"SDG3.b_1.39","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Paraguay",0.89,"SDG3.b_1"
"SDG3.b_1.40","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","South-East Asia","Democratic People's Republic of Korea",0.9,"SDG3.b_1"
"SDG3.b_1.41","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Africa","Cabo Verde",0.92,"SDG3.b_1"
"SDG3.b_1.42","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","South-East Asia","Sri Lanka",0.98,"SDG3.b_1"
"SDG3.b_1.43","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Suriname",1.09,"SDG3.b_1"
"SDG3.b_1.44","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","South-East Asia","Bangladesh",1.25,"SDG3.b_1"
"SDG3.b_1.45","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Americas","Guatemala",1.28,"SDG3.b_1"
"SDG3.b_1.46","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Africa","Equatorial Guinea",1.29,"SDG3.b_1"
"SDG3.b_1.47","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","South-East Asia","Maldives",1.29,"SDG3.b_1"
"SDG3.b_1.48","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Europe","Ukraine",1.46,"SDG3.b_1"
"SDG3.b_1.49","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Africa","South Africa",1.55,"SDG3.b_1"
"SDG3.b_1.50","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Africa","Angola",1.57,"SDG3.b_1"
"SDG3.b_1.51","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country","Eastern Mediterranean","Pakistan",1.63,"SDG3.b_1"
